Name,Attribute,Type,Level,Attack,Defense,Description,Property,Status,Limitation text
Elemental HERO Storm Neos,WIND,Warrior / Fusion / Effect,9,3000,2500,"""Elemental HERO Neos"" + ""Neo-Spacian Air Hummingbird"" + ""Neo-Spacian Aqua Dolphin""
Must first be Special Summoned (from your Extra Deck) by shuffling the above cards you control into the Deck. (You do not use ""Polymerization"".) Once per turn: You can destroy all Spell and Trap Cards on the field. During the End Phase: Shuffle this card into the Extra Deck. When this card is shuffled into the Extra Deck this way: Shuffle all cards on the field into the Deck.",,,
Elemental HERO Stratos,WIND,Warrior / Effect,4,1800,300,"When this card is Normal or Special Summoned: You can activate 1 of these effects.
● Destroy Spells/Traps on the field, up to the number of ""HERO"" monsters you control, except this card.
● Add 1 ""HERO"" monster from your Deck to your hand.",,,
Elemental HERO Tempest,WIND,Warrior / Fusion / Effect,8,2800,2800,"""Elemental HERO Avian"" + ""Elemental HERO Sparkman"" + ""Elemental HERO Bubbleman""
Must be Fusion Summoned and cannot be Special Summoned by other ways. You can send 1 other card you control to the Graveyard to target 1 monster you control; while this card is face-up on the field, that monster cannot be destroyed by battle.",,,
Elemental HERO Terra Firma,EARTH,Warrior / Fusion / Effect,8,2500,2000,"""Elemental HERO Ocean"" + ""Elemental HERO Woodsman""
Must be Fusion Summoned and cannot be Special Summoned by other ways. You can Tribute 1 face-up ""Elemental HERO"" monster; this card gains ATK equal to the Tributed monster's ATK, until the End Phase.",,,
Elemental HERO Thunder Giant,LIGHT,Warrior / Fusion / Effect,6,2400,1500,"""Elemental HERO Sparkman"" + ""Elemental HERO Clayman""
Must be Fusion Summoned and cannot be Special Summoned by other ways. Once per turn: You can discard 1 card to target 1 face-up monster on the field with original ATK less than the ATK of this card; destroy that target.",,,
Elemental HERO Voltic,LIGHT,Thunder / Effect,4,1000,1500,"When this card inflicts battle damage to your opponent: You can target 1 of your banished ""Elemental HERO"" monsters; Special Summon that target.",,,
Elemental HERO Wild Wingman,EARTH,Warrior / Fusion / Effect,8,1900,2300,"""Elemental HERO Wildheart"" + ""Elemental HERO Avian""
Must be Fusion Summoned and cannot be Special Summoned by other ways. You can discard 1 card to target 1 Spell/Trap Card on the field; destroy that target.",,,
Elemental HERO Wildedge,EARTH,Warrior / Fusion / Effect,8,2600,2300,"""Elemental HERO Wildheart"" + ""Elemental HERO Bladedge""
Must be Fusion Summoned and cannot be Special Summoned by other ways. This card can attack every monster your opponent controls (one attack on each monster per Battle Phase).",,,
Elemental HERO Wildheart,EARTH,Warrior / Effect,4,1500,1600,This card is unaffected by Trap effects.,,,
Elemental HERO Woodsman,EARTH,Warrior / Effect,4,1000,2000,"Once per turn, during your Standby Phase: You can add 1 ""Polymerization"" from your Deck or Graveyard to your hand.",,,
Elemental Mistress Doriado,LIGHT,Spellcaster / Ritual / Effect,3,1200,1400,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Doriado's Blessing"". The Attribute of this card is also treated as WIND, WATER, FIRE, and EARTH while it is face-up on the field.",,,
Elemental Recharge,,Trap,,,,"Gain 1000 Life Points for each face-up ""Elemental HERO"" monster you control.",Normal,,
Elephant Statue of Blessing,EARTH,Rock / Effect,3,1500,0,When this card is sent from your hand to your Graveyard by an opponent's card effect: You gain 2000 Life Points.,,,
Elephant Statue of Disaster,EARTH,Rock / Effect,3,1500,0,When this card is sent from your hand to your Graveyard by an opponent's card effect: Inflict 2000 damage to your opponent.,,,
Elf's Light,,Magic,,,,A LIGHT monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.,Equip,,
Eliminating the League,,Trap,,,,"Discard 1 Spell, then target 1 face-up monster your opponent controls; destroy that target, then look at your opponent's hand and send all cards in their hand with the same name as that destroyed card to the GY.",Normal,,
Emblem of Dragon Destroyer,,Magic,,,,"Add 1 ""Buster Blader"" from your Deck or Graveyard to your hand.",Normal,,
Emblem of the Awakening,,Magic,,,,"This card is used to Ritual Summon ""Cu Chulainn the Awakened"". You must also Tribute monsters whose total Levels equal 4 or more from the field or your hand.",Ritual,,
Embodiment of Apophis,,Trap,,,,During either player's Main Phase: Special Summon this card as a Normal Monster (Reptile-Type/EARTH/Level 4/ATK 1600/DEF 1800). (This card is also still a Trap Card.),Continuous,,
Embryonic Beast,DARK,Fiend,2,500,750,''An imperfect monster with a belly vortex that sucks in opponents of any size.'',,,
Emergency Provisions,,Magic,,,,Send any number of other Spell/Trap Cards you control to the Graveyard; gain 1000 LP for each card sent to the Graveyard this way.,Quick-Play,,
Emes the Infinity,LIGHT,Machine / Effect,7,2500,2000,"Each time this card destroys an opponent's monster and sends it to the Graveyard as a result of battle, increase the ATK of this card by 700 points.",,,
Emissary of the Afterlife,DARK,Fiend / Effect,4,1600,600,When this card is sent from the field to the Graveyard: Each player adds 1 Level 3 or lower Normal Monster from their Deck to their hand.,,,
Emissary of the Oasis,LIGHT,Spellcaster / Effect,3,600,400,"While a face-up Level 3 or lower Normal Monster is on your side of the field, your opponent cannot select this card as an attack target. While this card is face-up on your side of the field, any Battle Damage to the controller of this card from battle involving a Level 3 or lower Normal Monster becomes 0.",,,
Emperor of the Land and Sea,WATER,Reptile,5,1800,1500,''A reptilian monster that sprays fire in every direction.'',,,
Emperor Sem,LIGHT,Fiend / Effect,4,1300,2200,"Each time you Tribute Summon a monster, each player can select 1 card from their Graveyard and return it to the top of their Deck.",,,
Empress Judge,EARTH,Warrior / Fusion,6,2100,1700,"""Queen's Double"" + ""Hibikime""",,,
Empress Mantis,WIND,Insect,6,2200,1400,Queen of an army of giant mantises whose command moves legions.,,,
Enchanted Javelin,,Trap,,,,Select 1 attacking monster. Gain Life Points equal to its ATK.,Normal,,
Enchanting Fitting Room,,Magic,,,,"Pay 800 LP; excavate the top 4 cards of your Deck and Special Summon all excavated Level 3 or lower Normal Monsters, also, after that, shuffle the rest back into your Deck.",Normal,,
Enchanting Mermaid,WATER,Fish,3,1200,900,A beautiful mermaid that lures voyagers to a watery grave.,,,
End of the World,,Magic,,,,"This card is used to Ritual Summon ""Ruin, Queen of Oblivion"" or ""Demise, King of Armageddon"". You must also Tribute monsters from your hand or field whose total Levels exactly equal the Level of the Ritual Monster you Ritual Summon.",Ritual,,
Enemy Controller,,Magic,,,,"Activate 1 of these effects.
● Target 1 face-up monster your opponent controls; change that target's battle position.
● Tribute 1 monster, then target 1 face-up monster your opponent controls; take control of that target until the End Phase.",Quick-Play,,
Energy Drain,,Trap,,,,"Target 1 face-up monster you control; it gains 200 ATK/DEF for each card your opponent currently has in their hand, until the end of this turn.",Normal,,
Energy-Absorbing Monolith,,Trap,,,,"Chain this card to an opponent's card effect that would inflict damage to you. That damage is negated, and you gain Life Points equal to the amount you would have taken.",Normal,,
Enervating Mist,,Trap,,,,Your opponent's hand size limit becomes 5.,Continuous,,
"Enishi, Shien's Chancellor",LIGHT,Warrior / Effect,6,2200,1200,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 2 ""Six Samurai"" monsters from your GY. Once per turn: You can target 1 face-up monster; destroy that target. This card cannot attack the turn this effect is activated.",,,
Enraged Battle Ox,EARTH,Beast-Warrior / Effect,4,1700,1000,"If a Beast, Beast-Warrior, or Winged Beast-Type monster you control attacks a Defense Position monster, inflict piercing battle damage to your opponent.",,,
Enraged Muka Muka,EARTH,Rock / Effect,5,1200,600,This card gains 400 ATK and DEF for each card in your hand.,,,
Eradicating Aerosol,,Magic,,,,Destroy all Insect monsters on the field.,Normal,,
Eradicator Epidemic Virus,,Trap,,,,"Tribute 1 DARK monster with 2500 or more ATK, and declare 1 type of card (Spell or Trap); look at your opponent's hand, all Spells/Traps they control, and all cards they draw until the end of their 3rd turn after this card's activation, and destroy all cards of that declared type.",Normal,,
Eria the Water Charmer,WATER,Spellcaster / Flip / Effect,3,500,1500,FLIP: Target 1 face-up WATER monster your opponent controls; take control of that target while this card is face-up on the field.,,,
Escape from the Dark Dimension,,Trap,,,,"Target 1 of your banished DARK monsters; Special Summon that target. When this card leaves the field, destroy that target, and if you do, banish it. When that target is destroyed, destroy this card.",Continuous,,
Eternal Dread,,Trap,,,,"Place 2 Clock Counters on each ""Clock Tower Prison"".",Normal,,
Eternal Drought,,Magic,,,,Destroy all face-up Fish-Type monsters on the field.,Normal,,
Eternal Rest,,Magic,,,,Destroy all monsters equipped with Equip Cards.,Normal,,
Etoile Cyber,EARTH,Warrior / Effect,4,1200,1600,"If this card attacks your opponent directly, it gains 500 ATK during the Damage Step only.",,,
Evil Blast,,Trap,,,,"Activate only when a monster is Special Summoned to your opponent's side of the field. Equip this card to that monster. It gains 500 ATK. During each of your opponent's Standby Phases, inflict 500 damage to your opponent.",Normal,,
Evil Dragon Ananta,DARK,Reptile / Effect,8,,,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play all Reptile-Type monsters from your side of the field and Graveyard. This card's ATK and DEF are each equal to the number of monsters you removed x 600. During each of your End Phases, destroy 1 card on the field.",,,
Evil HERO Dark Gaia,EARTH,Fiend / Fusion / Effect,8,,0,"1 Fiend-Type monster + 1 Rock-Type monster
Must be Special Summoned with ""Dark Fusion"" and cannot be Special Summoned by other ways. The original ATK of this card is equal to the combined original ATK of the Fusion Material Monsters used to Fusion Summon it. When this card declares an attack: You can change all Defense Position monsters your opponent controls to face-up Attack Position. (Flip Effects are not activated at this time.)",,,
Evil HERO Infernal Gainer,EARTH,Fiend / Effect,4,1600,0,"During your Main Phase 1: You can banish this card from the field, then target 1 Fiend monster you control; that target can make a second attack during each Battle Phase while you control it face-up. Once per turn, during your second Standby Phase after this card was banished to activate this effect: Special Summon this card in Attack Position.",,,
Evil HERO Infernal Prodigy,DARK,Fiend / Effect,2,300,600,"If you control no monsters, you can Special Summon this card (from your hand) in Attack Position. Once per turn, during the End Phase, if this card was Tributed this turn to Tribute Summon a ""HERO"" monster: Draw 1 card.",,,
Evil HERO Infernal Sniper,FIRE,Fiend / Fusion / Effect,6,2000,2500,"""Elemental HERO Clayman"" + ""Elemental HERO Burstinatrix""
Must be Special Summoned with ""Dark Fusion"" and cannot be Special Summoned by other ways. This card cannot be destroyed by Spell Cards. During each of your Standby Phases: Inflict 1000 damage to your opponent. This card must be in face-up Defense Position to activate and to resolve this effect.",,,
Evil HERO Inferno Wing,FIRE,Fiend / Fusion / Effect,6,2100,1200,"""Elemental HERO Avian"" + ""Elemental HERO Burstinatrix""
Must be Special Summoned with ""Dark Fusion"" and cannot be Special Summoned by other ways. If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent. When this card destroys a monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to either the ATK or DEF (whichever is higher) of the destroyed monster in the Graveyard.",,,
Evil HERO Lightning Golem,LIGHT,Fiend / Fusion / Effect,6,2400,1500,"""Elemental HERO Sparkman"" + ""Elemental HERO Clayman""
Must be Special Summoned with ""Dark Fusion"" and cannot be Special Summoned by other ways. Once per turn: You can target 1 monster on the field; destroy that target.",,,
